Country,Year,Variable,Value,Unit,Value_low,Value_high,Source,Source_type,Source_tier,Geographic_scope,Convertible_to_tPb,Variable_definition,Notes
Czechia,2010,COLLECT,20853,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Czechia,2011,COLLECT,18981,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Czechia,2012,COLLECT,23678,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Czechia,2013,COLLECT,24761,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Czechia,2014,COLLECT,47686,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Czechia,2015,COLLECT,40055,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Czechia,2016,COLLECT,31585,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Czechia,2017,COLLECT,44183,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Czechia,2018,COLLECT,44427,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Czechia,2019,COLLECT,42658,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Czechia,2020,COLLECT,41765,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Czechia,2021,COLLECT,45574,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Czechia,2022,COLLECT,40860,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Czechia,2023,COLLECT,42689,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Denmark,2009,COLLECT,13993,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Denmark,2010,COLLECT,13197,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Denmark,2011,COLLECT,18586,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Denmark,2012,COLLECT,15297,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Denmark,2013,COLLECT,16922,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Denmark,2014,COLLECT,17114,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Denmark,2015,COLLECT,17021,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Denmark,2016,COLLECT,16993,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Denmark,2017,COLLECT,21146,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Denmark,2018,COLLECT,22226,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Denmark,2019,COLLECT,19527,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Denmark,2020,COLLECT,12922,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Denmark,2021,COLLECT,4336,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Denmark,2022,COLLECT,4336,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Denmark,2023,COLLECT,18746,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. Provisional. 
Estonia,2012,COLLECT,2947,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Estonia,2013,COLLECT,2947,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Estonia,2014,COLLECT,3129,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Estonia,2015,COLLECT,2956,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Estonia,2016,COLLECT,2755,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Estonia,2017,COLLECT,3762,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Estonia,2018,COLLECT,3592,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Estonia,2019,COLLECT,3781,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Estonia,2020,COLLECT,3986,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Estonia,2021,COLLECT,4386,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Estonia,2022,COLLECT,4808,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Estonia,2023,COLLECT,4326,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Finland,2014,COLLECT,20498,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Finland,2015,COLLECT,18110,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Finland,2016,COLLECT,21928,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Finland,2017,COLLECT,18947,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Finland,2018,COLLECT,23663,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Finland,2019,COLLECT,21756,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Finland,2020,COLLECT,19704,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Finland,2021,COLLECT,19280,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Finland,2022,COLLECT,22337,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
Finland,2023,COLLECT,23597,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
France,2009,COLLECT,191274,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
France,2010,COLLECT,213140,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
France,2011,COLLECT,205218,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
France,2012,COLLECT,223604,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
France,2013,COLLECT,190577,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
France,2014,COLLECT,180197,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
France,2015,COLLECT,170750,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
France,2016,COLLECT,168131,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
France,2017,COLLECT,176422,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
France,2018,COLLECT,172867,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
France,2019,COLLECT,154931,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
France,2020,COLLECT,146890,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
France,2021,COLLECT,180976,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
France,2022,COLLECT,163634,t LAB/yr,,,Eurostat env_wasbat Table 3a — Lead-acid batteries input fractions to recycling process,official_stat,1,country,FALSE,Lead-acid batteries entering formal recycling process (tonnes LAB/yr — convert to t Pb using 0.65 factor),Unit: tonnes of lead-acid batteries (NOT t Pb). Convert: value × 0.65 ≈ t Pb (SLI) or × 0.70 (industrial mix). Represents batteries entering recycling process — closest proxy for COLLECT. 
